metric,n,mean,ci_lower,ci_upper,ci_width
findings_bleu,460,6.137011210853458,5.614755151148561,6.710847252433742,1.0960921012851808
findings_rouge_l,460,0.23109055764281944,0.2214588613890402,0.2409414819990726,0.019482620610032392
findings_meteor,460,0.2710105978768146,0.2583421103336159,0.2839227156251811,0.025580605291565195
impression_bleu,460,11.083313797870593,9.691531761426361,12.492507019068215,2.800975257641854
impression_rouge_l,460,0.2787796885860664,0.2551945854699448,0.30297903202632454,0.047784446556379756
impression_meteor,460,0.28262047961510595,0.26116268569269613,0.3058125050480226,0.04464981935532647
