study_uid,findings_bertscore_p,findings_bertscore_r,findings_bertscore_f1,impression_bertscore_p,impression_bertscore_r,impression_bertscore_f1
287,0.8111006617546082,0.8387954235076904,0.8247155547142029,0.7713959217071533,0.8431252241134644,0.8056671619415283
2879,0.7907354831695557,0.8403844237327576,0.8148042559623718,0.8374353647232056,0.9189068078994751,0.8762814998626709
2880,0.8476456999778748,0.8480421900749207,0.8478438854217529,0.8559386134147644,0.8151921033859253,0.8350686430931091
2886,0.8287593722343445,0.8401697278022766,0.8344255685806274,0.8089554905891418,0.8458240032196045,0.8269790410995483
2888,0.8473663330078125,0.8498866558074951,0.848624587059021,0.8753742575645447,0.8649178147315979,0.8701146245002747
2890,0.8940544128417969,0.8566582202911377,0.8749569058418274,0.9325079917907715,0.8816842436790466,0.9063841700553894
2891,0.814323365688324,0.7927874326705933,0.8034111857414246,0.7711923122406006,0.8177208304405212,0.7937752604484558
2892,0.8428292870521545,0.8621606826782227,0.8523854613304138,0.8919060826301575,0.9614964723587036,0.9253947734832764
2902,0.8576857447624207,0.8545059561729431,0.8560929298400879,0.839106023311615,0.9227574467658997,0.8789458870887756
2922,0.8375488519668579,0.8286388516426086,0.8330699801445007,0.7816668748855591,0.8115518689155579,0.7963290810585022
2929,0.8324270248413086,0.8523594737052917,0.8422753214836121,0.8524672985076904,0.9275709986686707,0.8884347081184387
2932,0.8753604292869568,0.8049216866493225,0.8386645913124084,0.9013363122940063,0.8778730034828186,0.8894498944282532
2939,0.8639973402023315,0.8430387377738953,0.8533894419670105,0.7530921697616577,0.8102251291275024,0.7806146144866943
2946,0.8404226303100586,0.8645720481872559,0.8523262739181519,0.794109046459198,0.7785283923149109,0.7862415313720703
2956,0.9104098677635193,0.8887396454811096,0.8994442224502563,0.8404314517974854,0.8075501918792725,0.8236627578735352
2957,0.8344231247901917,0.8090474605560303,0.8215394616127014,0.8436293601989746,0.8057690858840942,0.8242647051811218
2960,0.8350136280059814,0.8805387020111084,0.8571720719337463,0.901008129119873,0.9515674710273743,0.9255979061126709
2962,0.8396059274673462,0.8100852966308594,0.824581503868103,0.800488293170929,0.8167939186096191,0.8085589408874512
2963,0.8614689707756042,0.853435754776001,0.8574334979057312,0.7175642251968384,0.8742920756340027,0.788212776184082
2966,0.839341402053833,0.8263116478919983,0.8327755928039551,0.7757760882377625,0.8750689625740051,0.8224364519119263
2968,0.8322659134864807,0.8206468820571899,0.8264155387878418,0.8407319188117981,0.6911787390708923,0.7586552500724792
2969,0.8414376974105835,0.8693232536315918,0.8551532030105591,0.8125216960906982,0.812132716178894,0.8123271465301514
2974,0.8717728853225708,0.8193840980529785,0.8447670340538025,0.770831823348999,0.8085569739341736,0.7892438173294067
2976,0.879121720790863,0.8174145221710205,0.8471459150314331,0.9243512153625488,0.8068153858184814,0.8615933060646057
2982,0.8327172994613647,0.8741909265518188,0.8529502749443054,0.8619207143783569,0.9296431541442871,0.8945019841194153
2998,0.8721349835395813,0.8474239706993103,0.8596019148826599,0.8649178147315979,0.8753742575645447,0.8701146245002747
3001,0.8197349309921265,0.7843685746192932,0.8016618490219116,0.8643352389335632,0.8148472309112549,0.8388619422912598
3003,0.8298859596252441,0.7849047183990479,0.8067688941955566,0.9009003639221191,0.953500509262085,0.9264544248580933
3012,0.8751976490020752,0.8470484614372253,0.8608929514884949,0.788729727268219,0.9046273827552795,0.84271240234375
3014,0.8071599006652832,0.7898526191711426,0.7984125018119812,0.7652388215065002,0.8400231599807739,0.8008889555931091
3016,0.8075888752937317,0.8512089252471924,0.8288254141807556,0.8861142992973328,0.9591096043586731,0.9211681485176086
3017,0.8874915838241577,0.8796003460884094,0.8835283517837524,0.804343044757843,0.8298023343086243,0.8168743252754211
3018,0.8102995157241821,0.8288738131523132,0.8194814324378967,0.7880532741546631,0.8393911719322205,0.8129124641418457
3029,0.8286764621734619,0.8276185393333435,0.8281471729278564,0.9025710821151733,0.87953782081604,0.8909056186676025
3039,0.8584546446800232,0.9253774285316467,0.8906607031822205,0.784270167350769,0.8342450261116028,0.8084860444068909
3040,0.8020439743995667,0.8098036646842957,0.8059051632881165,0.760604977607727,0.8278101682662964,0.7927858233451843
3052,0.8253920078277588,0.8267462253570557,0.8260685801506042,0.782220721244812,0.8818000555038452,0.8290308713912964
3065,0.8652760982513428,0.804010272026062,0.833518922328949,0.7703660726547241,0.794002115726471,0.7820054888725281
3072,0.8255837559700012,0.8089194297790527,0.8171666860580444,0.8033912181854248,0.7783876061439514,0.7906917929649353
3073,0.8454337120056152,0.8708577752113342,0.8579574823379517,0.7706747055053711,0.8982053995132446,0.8295673131942749
3079,0.8542971014976501,0.7915281057357788,0.8217156529426575,0.8426318764686584,0.8626584410667419,0.8525275588035583
3082,0.8291643261909485,0.819310188293457,0.8242078423500061,0.8375775814056396,0.8642751574516296,0.8507169485092163
3085,0.8164569735527039,0.8580893278121948,0.836755633354187,0.7730205059051514,0.872505247592926,0.8197556138038635
3086,0.8288809061050415,0.7860029935836792,0.8068726658821106,0.8141721487045288,0.8120996952056885,0.8131346106529236
3087,0.8086872100830078,0.8150389790534973,0.8118507266044617,0.7952969074249268,0.8054547905921936,0.8003436326980591
309,0.8139218688011169,0.8809545040130615,0.8461126089096069,0.8631577491760254,0.9013717174530029,0.8818509578704834
3092,0.8354629874229431,0.8258737921714783,0.8306407332420349,0.9310654401779175,0.8929331302642822,0.9116007089614868
3093,0.834132194519043,0.8472191691398621,0.8406246900558472,0.8184329867362976,0.8571529388427734,0.837345540523529
3095,0.8292927145957947,0.893019437789917,0.859977126121521,0.8047776222229004,0.8627190589904785,0.8327416777610779
3097,0.9097607135772705,0.9235071539878845,0.9165823459625244,0.8027263283729553,0.834784984588623,0.8184418678283691
3105,0.8552008867263794,0.8979909420013428,0.8760737180709839,0.7342958450317383,0.8402965664863586,0.7837282419204712
3109,0.8461249470710754,0.8941298723220825,0.8694652915000916,0.912090539932251,0.9470915794372559,0.9292615652084351
3110,0.8737027645111084,0.8466064929962158,0.8599412441253662,0.8906664848327637,0.7874309420585632,0.8358731865882874
3116,0.8434820771217346,0.8575522899627686,0.8504589796066284,0.8787291049957275,0.9232778549194336,0.9004527926445007
3117,0.8417694568634033,0.8466722965240479,0.8442137241363525,0.7822644710540771,0.814784586429596,0.7981934547424316
3121,0.8093702793121338,0.8208117485046387,0.8150508403778076,0.7365015745162964,0.9245263338088989,0.8198719620704651
3126,0.8725103735923767,0.8500789999961853,0.8611485958099365,0.9310187101364136,0.8817622661590576,0.9057213068008423
3128,0.8577830195426941,0.8291643857955933,0.8432310223579407,0.9120904207229614,0.9470915198326111,0.9292615652084351
3137,0.8704797029495239,0.8178544640541077,0.8433468341827393,0.9672507047653198,0.9094130396842957,0.9374406337738037
3138,0.8227776885032654,0.7876538634300232,0.8048327565193176,0.885532021522522,0.9835430383682251,0.9319677948951721
3141,0.8889361023902893,0.8967980146408081,0.8928497433662415,0.7626713514328003,0.7707471251487732,0.7666879892349243
3149,0.8540314435958862,0.8405062556266785,0.847214937210083,0.7353221774101257,0.7765430212020874,0.7553706765174866
3155,0.8529477119445801,0.8877559304237366,0.8700038194656372,0.8293761014938354,0.7738136649131775,0.800632119178772
3156,0.8463406562805176,0.8479790687561035,0.8471590280532837,0.8700346946716309,0.7940475940704346,0.8303062319755554
3165,0.7851267457008362,0.7790440320968628,0.7820735573768616,0.7988240718841553,0.7785561680793762,0.7885599136352539
3170,0.8784037828445435,0.8836259841918945,0.8810071349143982,0.8935041427612305,0.8732818961143494,0.8832772970199585
3177,0.8229379057884216,0.8782251477241516,0.8496831059455872,0.847095251083374,0.8207061886787415,0.8336919546127319
3182,0.8288121819496155,0.806090772151947,0.8172935843467712,0.8204665184020996,0.8151594400405884,0.8178043365478516
3187,0.7944495677947998,0.7973154783248901,0.7958799600601196,0.8217819929122925,0.7810718417167664,0.8009099960327148
3189,0.8216787576675415,0.8500630259513855,0.8356299996376038,0.756141185760498,0.9306554198265076,0.8343707919120789
319,0.8502456545829773,0.9238133430480957,0.8855040669441223,0.8700032830238342,0.8289533257484436,0.8489823937416077
3206,0.8385012149810791,0.9084710478782654,0.87208491563797,0.841741681098938,0.960381269454956,0.8971562385559082
3211,0.7857604026794434,0.7793347835540771,0.7825344204902649,0.8166552186012268,0.7721919417381287,0.7938014268875122
3216,0.8793728351593018,0.8697522878646851,0.8745360970497131,0.7384501695632935,0.8271884918212891,0.780304491519928
3229,0.8284210562705994,0.8436356782913208,0.8359591960906982,0.8634511828422546,0.8357305526733398,0.849364697933197
3238,0.8703608512878418,0.8090888857841492,0.8386071920394897,0.8312364220619202,0.7952787280082703,0.8128600716590881
3240,0.8590589761734009,0.8210170269012451,0.839607298374176,0.8245729207992554,0.8578991889953613,0.840906023979187
3241,0.8423792123794556,0.8028854727745056,0.8221583366394043,0.7915987372398376,0.819513738155365,0.8053144216537476
3243,0.8609837293624878,0.8202067613601685,0.8401007652282715,0.8164808750152588,0.7433211207389832,0.778185248374939
3251,0.8085177540779114,0.7693762183189392,0.7884615063667297,0.7667760252952576,0.8293378949165344,0.7968308329582214
3256,0.8581008315086365,0.8713703155517578,0.8646846413612366,0.8489313721656799,0.8529940247535706,0.8509578108787537
3261,0.7830711603164673,0.8290891051292419,0.8054234385490417,0.7827743887901306,0.8539376258850098,0.8168089389801025
3267,0.834330141544342,0.8281021118164062,0.8312045335769653,0.899327278137207,0.8297130465507507,0.8631187081336975
3273,0.8603544235229492,0.8628130555152893,0.8615819811820984,0.7769371867179871,0.8739730715751648,0.8226034045219421
3278,0.8290378451347351,0.7485842704772949,0.786759614944458,0.8748061656951904,0.7262283563613892,0.793623149394989
3283,0.8194124698638916,0.8580384850502014,0.8382807970046997,0.8248255252838135,0.8264797925949097,0.8256518244743347
3286,0.8048982620239258,0.8090240955352783,0.8069559335708618,0.8386533856391907,0.8502046465873718,0.8443894982337952
3287,0.8494412302970886,0.8082057237625122,0.8283106088638306,0.8229913711547852,0.7298180460929871,0.7736093401908875
